Gene	Ramos_19O2_NoCyclo_1	Ramos_1O2_NoCyclo_3	Ramos_1O2_NoCyclo_2	Ramos_19O2_NoCyclo_3	Ramos_1O2_NoCyclo_1	Ramos_1O2_PlusCyclo_1	Ramos_1O2_PlusCyclo_3	Ramos_1O2_PlusCyclo_2	Ramos_19O2_NoCyclo_2
PRELID1	7.94072943	7.910490326	7.850045958	7.882266857	7.894836235	7.81608276	7.890583176	7.880389253	7.902282604
LMAN2	7.172613338	7.146232717	7.15378797	7.168237286	7.172841428	7.453245577	7.436515562	7.400834039	7.108132723
RGS14	4.702758102	4.692154154	4.571425811	4.782327909	4.553236308	4.874694712	4.829446345	4.697805951	4.63281039
SLC34A1	0.336275184	0.351190724	0.181724514	0.130102893	0.064579381	0.073260545	0.384454452	0.367534624	0.130000847
F12	1.393666324	1.799301682	1.308376993	1.553174124	1.45398628	1.357694421	1.602064316	1.293212303	1.747326635
GRK6	6.34185785	6.302913923	6.287211164	6.338653878	6.304782905	6.306292293	6.354385536	6.302915373	6.358360889
RP11-1334A24.4	0.336275184	0.298280014	0.123656379	0.24943745	0.126391427	0.273058765	0.204995859	0.367534624	0.461714384
PRR7	2.175493878	1.891494881	1.525740314	1.827021146	1.814714418	2.494714397	2.385218612	2.269110678	1.806860242
DBN1	3.643531322	3.571278059	3.497184078	3.578591325	3.515742654	3.820395984	3.846514677	3.688851352	3.600118974
RP11-1334A24.5	0.336275184	0.126802425	0.181724514	0.305596303	0.185663593	0.333948995	0.139847561	0.195439736	0.359389636
PDLIM7	4.264311359	4.014240649	3.982858809	4.083113406	3.976469882	4.14317829	3.992047209	3.808202134	4.032980478
DOK3	7.896913656	7.847145653	7.632092946	7.940788957	7.748337035	7.804363531	7.811732075	7.687434496	7.819188284
DDX41	6.821926157	6.675842007	6.731835287	6.793675973	6.747367181	6.754144523	6.77755547	6.700466364	6.82466235
FAM193B	4.370649857	4.090132787	3.757979253	4.52580601	3.980659581	4.388957272	4.210050207	3.963846607	4.216136263
RP11-1277A3.3	0.073818265	0.064793891	0.237545574	0	0.064579381	0.073260545	0.071617632	0	0.066464221
TMED9	7.163132451	7.043477746	7.053356608	7.124511435	7.052122979	7.43207799	7.444546644	7.43671288	7.160895748
B4GALT7	4.232431538	4.29981242	4.111669918	4.228194452	4.190540517	4.47595649	4.569841798	4.343032959	4.287534242
RP11-1277A3.1	1.209430971	0.756197123	0.740879559	0.811449651	0.867137332	1.029866509	0.899333337	0.940201696	0.510277916
RP11-1277A3.2	1.680297211	1.040202691	1.171780847	1.506017469	1.069509662	1.549617588	1.184190555	1.174598451	1.026614376
FAM153A	0.704856714	0.79490909	1.020885996	0.51063069	0.971869034	0.832992455	0.859420612	0.826781007	0.8864714
RP11-423H2.1	3.587928813	3.714462341	3.519873047	3.526375605	3.555607516	3.590177343	3.401649175	3.42871288	3.507462026
RP11-423H2.3	0.2750002	0.126802425	0.181724514	0.4620387	0.450210916	0.392373035	0.327079959	0.255114961	0.305370397
RP11-1252I4.1	0.920274692	0.675510233	0.701724788	0.811449651	0.631672372	0.554663395	0.544039317	0.745889511	0.8864714
FAM153C	1.680297211	1.780134379	1.694797595	1.457267191	1.656111853	1.297819103	1.577672688	1.645120226	1.505250566
RP11-889L3.1	1.939197409	2.05989158	1.983041141	2.040635675	2.040205044	1.930909636	1.963835759	2.179546968	2.120169169
RP11-889L3.3	5.818607325	5.809328717	5.64893062	5.822346743	5.76862943	5.888465495	5.84913376	5.855915565	5.760996837
RMND5B	5.702688096	5.772219999	5.666831113	5.760903975	5.711796003	5.831536697	5.852949916	5.732756756	5.694253515
NHP2	7.304471834	7.241715318	7.240441281	7.285890283	7.192842287	7.267213736	7.274286951	7.177111652	7.313649168
AC136940.3	0.14404262	0	0.06315264	0.066517542	0.064579381	0.073260545	0	0	0.066464221
HNRNPAB	9.296045131	9.31176443	9.330826111	9.266171797	9.303225492	9.273227381	9.286337919	9.2494998	9.297673729
PHYKPL	4.153768096	4.054681014	3.804923476	4.110958401	3.821593825	4.018882991	4.064051003	3.876294127	3.769289566
CLK4	3.594213758	3.42469728	3.21382383	3.740139542	3.432547843	3.439003871	3.462861959	3.300044749	3.548733517
ZNF354A	3.679443722	3.508609119	3.414839019	3.693545641	3.344260325	3.651266656	3.469505787	3.558729171	3.665904196
ZNF354B	1.557016368	1.909247058	1.633698925	1.768281568	1.524555141	2.199855061	1.825670573	1.773104053	1.900928991
ZFP2	0.211006825	0.243354689	0.237545574	0.130102893	0.297367509	0.142979989	0	0	0.066464221
RP11-281O15.7	0.608795659	0.351190724	0.06315264	0.130102893	0.126391427	0.073260545	0.384454452	0.367534624	0.190856941
RP11-798K23.5	0.211006825	0	0.123656379	0.191003686	0	0.073260545	0	0.195439736	0.130000847
RUFY1	5.209999732	5.273035118	5.142430051	5.216903582	5.1689596	5.136363602	5.182719154	5.154782467	5.26257249
RP11-1379J22.2	0.073818265	0	0.06315264	0.066517542	0.064579381	0	0.071617632	0.068131062	0
HNRNPH1	9.363942004	9.310512523	9.358429128	9.353262642	9.309068126	9.369762392	9.325660805	9.314164873	9.412617006
RP11-1379J22.5	0.073818265	0.186255238	0.06315264	0.066517542	0.185663593	0.073260545	0.384454452	0.068131062	0
CANX	10.23971422	10.24857429	10.39439766	10.22739143	10.30547961	10.52020743	10.54135836	10.62338892	10.33168233
RP11-718N2.1	0.073818265	0.064793891	0.181724514	0.066517542	0.126391427	0	0.071617632	0.133189216	0
MAML1	6.134336082	6.12728771	5.991970972	6.165486137	6.15712167	6.094967643	6.151402514	6.186088449	6.130737482
MGAT4B	5.012977301	5.130857066	5.018451586	5.145616427	5.068222725	5.153356751	5.103778387	5.059671418	5.057268848
SQSTM1	6.456685018	6.378140746	6.467263221	6.378473361	6.44024621	6.520358561	6.511526159	6.449014382	6.435044625
C5orf45	3.587928813	3.380837211	3.097968648	3.719616692	3.376415349	3.663180131	3.52796231	3.249590489	3.483337156
CTC-241N9.1	0.794918948	0.590041962	0.57744983	0.51063069	0.242596397	0.653527313	0.687716609	0.569079898	0.771638484
TBC1D9B	5.709941129	5.702665272	5.515582936	5.774647688	5.75034166	5.839433264	5.820835851	5.751007753	5.642088218
MAPK9	6.241324592	6.281775399	6.41375095	6.326829777	6.388365825	6.327034616	6.199153052	6.263501858	6.260613056
CTB-129O4.1	0.505879259	0.716417685	0.393113077	0.191003686	0.064579381	0.392373035	0.544039317	0.31241953	0.411459007
CNOT6	6.524894404	6.589706091	6.699280573	6.528331692	6.654046438	6.580489682	6.547294363	6.609085682	6.632378142
MGAT1	6.057952858	6.021084792	5.978724377	6.014662029	6.02542257	6.183452165	6.231759983	6.198491179	6.064187589
CTC-205M6.1	0.395053348	0.675510233	0.740879559	0.849726997	0.902899358	0.604942047	0.687716609	0.420621413	0.646868678
CTC-205M6.3	4.670405904	4.856722871	4.817917197	4.833363994	4.796042131	4.700664291	4.904911923	4.72444046	4.704998935
CTC-205M6.2	4.179075622	3.934133494	3.99100164	4.091124109	3.951072915	4.073468664	3.978137073	4.190907338	4.117700744
ZFP62	5.481518707	5.642910796	5.324217054	5.639156326	5.623454211	5.546479962	5.40867423	5.407439667	5.51100066
CTC-338M12.5	0.959750985	0.869349533	0.701724788	0.731706553	0.830466243	0.832992455	0.776121548	0.826781007	1.026614376
CTC-338M12.6	0.336275184	0.064793891	0	0.305596303	0.064579381	0.209484929	0.204995859	0.133189216	0.190856941
TRIM41	5.457588563	5.365954949	5.275048964	5.413389001	5.416352607	5.472242129	5.477857335	5.490478925	5.457826498
RACK1	10.23072859	10.22102103	10.18831088	10.19575853	10.19786104	10.24908748	10.27591412	10.30742655	10.18806011
CTC-338M12.4	0.505879259	0.79490909	0.343098223	1.154993199	0.588401605	0.653527313	0.593538749	0.865587141	0.602759859
TRIM52	3.76549819	3.69923692	3.444790389	3.814600384	3.709943379	3.674996031	3.456187394	3.552796522	3.59449903
CTC-338M12.3	1.58252972	2.224917055	1.99927906	1.78812835	1.869966079	2.007670009	2.237345663	1.833075718	1.826171085
AC138035.2	0.14404262	0.5453309	0.343098223	0.359650757	0	0.073260545	0.384454452	0.367534624	0.461714384
RP3-416J7.4	0.073818265	0	0	0	0.185663593	0.073260545	0.267328903	0.195439736	0
DUSP22	6.343724151	6.19669392	6.159375115	6.426750256	6.216946339	6.264868592	6.360653662	6.270748505	6.228316786
IRF4	8.262161248	7.982481965	8.006592724	8.306637353	8.021480316	7.985185061	7.982286984	8.045546787	8.159656966
EXOC2	5.871312057	5.852405445	5.949773312	5.90419436	5.851034811	5.865447295	5.876887277	5.877436605	5.815156098
HUS1B	0	0.126802425	0.237545574	0.066517542	0.242596397	0.273058765	0.139847561	0.367534624	0.130000847
GMDS	5.333474705	5.213553565	5.138770004	5.198482643	5.183572188	5.227442125	5.30847769	5.430270713	5.299310527
RP1-80B9.2	1.632241487	1.836888842	1.734138275	2.040635675	1.569753502	1.695969734	2.072566771	1.813360867	1.685230205
MYLK4	0.750590499	0.63340892	0.701724788	0.557639222	0.450210916	0.992582498	1.151510959	0.786902131	0.771638484
WRNIP1	6.434088783	6.442798573	6.337570758	6.441707183	6.317260571	6.429986275	6.474848575	6.34814792	6.438185682
SERPINB1	4.867487756	5.070999206	5.042156347	4.95686525	5.112805128	5.006786136	4.919542643	4.966796172	5.003151828
MIR4645	0.073818265	0.186255238	0.237545574	0.066517542	0.064579381	0	0.071617632	0.133189216	0.130000847
RP11-420G6.4	1.504594841	1.382801471	1.409044833	1.214873623	1.160958858	0.954309326	1.501921341	1.235124041	1.271673766
SERPINB9	7.832249482	7.641481357	7.85646682	7.85576896	7.771494542	7.330215259	7.351399262	7.331923506	8.020944829
SERPINB6	0.14404262	0	0	0.130102893	0	0.073260545	0.071617632	0.068131062	0.130000847
RP1-90J20.7	0.2750002	0.126802425	0.393113077	0.51063069	0.126391427	0.333948995	0.267328903	0.31241953	0.359389636
NQO2	4.661455195	4.671498491	4.711063298	4.653012296	4.705283398	4.809189399	4.782196457	4.799011059	4.697154063
HTATSF1P2	0	0.064793891	0	0.130102893	0.064579381	0.273058765	0.327079959	0.068131062	0.130000847
RIPK1	4.770923143	4.914997086	4.7330766	4.716531614	4.919026261	4.882359169	4.752540758	4.914550112	4.725712409
RP1-40E16.12	0.14404262	0.126802425	0	0.066517542	0.126391427	0.273058765	0.204995859	0.255114961	0.066464221
BPHL	2.782374843	2.911277672	2.980195181	2.786227135	2.880375926	3.078801514	3.031413333	3.111117817	2.672375007
TUBB2A	3.568908012	3.479197714	3.56420778	3.809754125	3.480673499	3.360692153	3.401649175	3.292944131	3.583193036
TUBB2B	0.451530229	0.186255238	0.181724514	0.411752846	0.126391427	0.142979989	0.267328903	0.255114961	0.066464221
PSMG4	5.097256447	5.076901661	4.833849982	4.985082246	4.908069202	4.949566378	4.860107881	4.946576789	4.893004289
SLC22A23	0.794918948	0.63340892	0.441451974	0.557639222	0.543792781	0.554663395	0.641396023	0.615354899	0.461714384
RP3-406P24.1	0.395053348	0.402229393	0.488223599	0.24943745	0.185663593	0.448522905	0.384454452	0.31241953	0.190856941
RP3-406P24.3	0.073818265	0.064793891	0	0.066517542	0.242596397	0.073260545	0.139847561	0.31241953	0.249249555
PRPF4B	7.419099329	7.383004681	7.411345567	7.527153871	7.3900034	7.307622656	7.313589055	7.248128017	7.387003763
ECI2	5.872605319	5.784295159	5.760309911	5.869683784	5.719337266	5.862866899	5.794619767	5.861925905	5.822386397
CDYL	5.724338711	5.750226705	5.766252569	5.805404884	5.643411695	5.720473384	5.748929088	5.671109732	5.745866313
RPP40	4.17068901	4.074483894	4.342387788	4.130523703	4.321834243	4.055501943	4.115789449	4.112412236	4.212471903
RP11-428J1.5	1.07208511	1.22164795	0.988716273	1.060237734	1.160958858	0.992582498	0.938171522	1.111422005	0.810940505
RP11-428J1.4	0.211006825	0.186255238	0.181724514	0.191003686	0.297367509	0.392373035	0.071617632	0.471823901	0.359389636
RP11-530A18.1	0.336275184	0.5453309	0.441451974	0.411752846	0.673683021	0.392373035	0.384454452	0.255114961	0.305370397
LYRM4	5.544539506	5.610723499	5.550437448	5.636421858	5.537902889	5.632315259	5.551722105	5.660114358	5.607628736
FARS2	4.220292615	4.20238289	4.188030771	4.346688074	4.226266446	4.24577395	4.153410906	4.265351107	4.237929096
RP1-256G22.1	0.14404262	0	0.06315264	0.130102893	0	0.073260545	0	0	0.066464221
RP3-380B8.1	0	0.243354689	0.237545574	0.130102893	0.242596397	0.273058765	0.071617632	0.195439736	0.066464221
NRN1	1.209430971	1.909247058	1.809740571	0.772128994	1.887922875	1.911063976	1.783636265	1.999342695	1.184580952
F13A1	0.073818265	0.064793891	0	0.066517542	0.064579381	0.073260545	0.071617632	0	0
RP3-398D13.3	2.106820499	2.564402263	2.195254179	2.023994024	2.40689574	2.454147421	2.124006085	2.433106755	2.056188297
LY86	4.859683031	5.179213666	5.105404901	4.887264001	5.176284395	4.976074102	4.990550092	4.860340677	4.829832007
RP11-320C15.1	0.073818265	0	0.06315264	0.066517542	0.064579381	0.209484929	0.139847561	0.255114961	0
RREB1	1.978166187	2.07569869	2.137739014	1.727749652	2.11833973	2.149928046	2.107062618	2.194865724	2.240200305
SSR1	7.775998893	7.791100444	8.053757956	7.833558145	7.964183313	8.257620635	8.186116494	8.269610095	7.98756608
RP11-69L16.5	0.451530229	0.351190724	0.237545574	0.4620387	0.297367509	0.392373035	0.492781014	0.420621413	0.411459007
RIOK1	6.462708633	6.475934797	6.358177095	6.455735282	6.332912254	6.475457708	6.541000038	6.414262192	6.355040932
RP11-288G3.2	0	0.126802425	0.181724514	0.066517542	0.185663593	0.073260545	0.139847561	0.068131062	0.190856941
SNRNP48	5.744256948	5.675692694	5.819806196	5.793180579	5.730575759	5.593931069	5.608507395	5.593767268	5.898476395
BMP6	4.559148082	4.476909008	4.380078856	4.797094801	4.460285105	4.209674297	4.221903218	4.400319807	4.79104821
TXNDC5	1.632241487	1.007612502	1.052354006	1.919899354	1.160958858	1.357694421	1.42197104	1.553020495	1.685230205
BLOC1S5	5.147268355	5.250580796	5.497120245	5.220559712	5.330323832	5.295996544	5.232393479	5.221747175	5.255467443
EEF1E1	5.157914843	5.158952564	5.296561175	5.213238163	5.129882154	5.036857978	4.87269366	4.939773528	5.33007241
SLC35B3	4.679301425	4.626597964	4.706125501	4.719118514	4.619219233	4.567546046	4.522705962	4.600511106	4.638283337
HULC	0.211006825	0.064793891	0	0	0.185663593	0.142979989	0.139847561	0	0
TFAP2A	0.750590499	0.675510233	0.441451974	0.849726997	0.792838665	0.832992455	0.492781014	0.471823901	0.771638484
TFAP2A-AS2	0.336275184	0.243354689	0.181724514	0.359650757	0.543792781	0.273058765	0.732596128	0.255114961	0.249249555
RP1-290I10.6	0.558254973	0.351190724	0.533526401	0.557639222	0.350135097	0.448522905	0.544039317	0.52127128	0.249249555
GCNT2	5.32026568	5.481707841	5.449163952	5.374534586	5.333603268	5.473934049	5.466277978	5.564581983	5.365151409
RP11-421M1.3	0.073818265	0.186255238	0	0.066517542	0	0.073260545	0	0	0.066464221
C6orf52	0.451530229	0.298280014	0.343098223	0.24943745	0.401040581	0.333948995	0.327079959	0.471823901	0.411459007
PAK1IP1	6.383276505	6.335283737	6.276425218	6.329371684	6.266689032	6.353009817	6.315272121	6.366865928	6.409666891
TMEM14C	5.015321058	5.17555093	5.237896613	5.05841712	5.09552354	5.052794569	5.086594256	5.210486022	5.251901754
RP11-421M1.8	1.07208511	0.79490909	1.052354006	0.958818546	1.13111527	1.029866509	0.687716609	0.865587141	1.091890797
TMEM14B	5.819948683	5.99014152	6.063212633	5.869683784	6.012180608	5.807584307	5.881876508	5.937863733	5.869683962
SMIM13	5.819948683	6.061336408	6.306914271	5.922267922	6.102419125	6.006556001	5.949972425	5.932162182	5.941169104
NEDD9	5.285733648	5.206391727	5.312893471	5.38597562	5.245817283	5.357779864	5.330541935	5.402499936	5.230320548
TMEM170B	2.256979416	2.483764263	2.787957013	2.527514121	2.699018453	2.183403957	2.140752871	2.483875711	2.526535696
HIVEP1	5.136542716	4.932464143	4.822487404	5.112547628	4.968383795	5.132083855	5.230439001	5.154782467	4.990369642
RPL15P3	1.632241487	1.357161842	1.052354006	1.481848236	1.301564189	1.44309115	1.394305088	1.402810633	1.456514614
PHACTR1	4.199831306	5.204595698	5.1820894	4.408897972	5.24407562	4.381765302	4.24532103	4.474373375	4.36219467
RP1-257A7.4	0.608795659	0.675510233	0.237545574	0.191003686	0.450210916	0.273058765	0.204995859	0.471823901	0.305370397
TBC1D7	4.581464088	4.623912729	4.549539359	4.557952119	4.627258888	4.326651402	4.24532103	4.325741682	4.559705649
RP1-257A7.5	0.395053348	0.351190724	0.237545574	0.24943745	0.185663593	0.333948995	0.384454452	0.195439736	0.359389636
GFOD1	6.639482538	6.599306859	6.478166084	6.670106878	6.515811073	6.606173597	6.537052095	6.503856078	6.592758552
RP11-501I19.3	0.2750002	0.243354689	0	0.066517542	0.185663593	0.273058765	0.071617632	0.195439736	0.359389636
SIRT5	4.303195327	4.40990388	4.287248079	4.31625696	4.278249391	4.24577395	4.202093751	4.221147346	4.227073828
RP1-223E5.4	0.657625561	0.5453309	0.393113077	0.305596303	0.714504874	0.392373035	0.439634224	0.31241953	0.731235738
NOL7	7.302554025	7.270329376	7.155147358	7.192175637	7.144646135	7.24657676	7.237294573	7.265462393	7.156611516
RANBP9	6.332489961	6.38608613	6.433304566	6.278539786	6.368519306	6.287173301	6.323546858	6.350714721	6.292202142
MCUR1	6.413800458	6.466223514	6.496871362	6.470396215	6.477041237	6.535830434	6.467399821	6.554464146	6.527898017
CD83	4.801120614	4.833667651	4.957427532	4.792189279	4.925560774	5.055056922	5.036018232	5.106998778	4.778711296
RP11-560J1.2	0.073818265	0.064793891	0.181724514	0.066517542	0.126391427	0	0	0.068131062	0.190856941
JARID2	5.435006586	5.311925515	5.35608885	5.501679135	5.28868922	5.307428466	5.447891965	5.35896527	5.383191273
DTNBP1	4.996463514	5.092524492	5.044114275	5.000050474	5.012020556	5.0951841	5.086594256	5.104973031	4.933632909
MYLIP	3.449195356	3.714462341	3.601913612	3.316915577	3.549979535	3.732666098	3.626373619	3.656021523	3.322665096
RP1-13D10.2	0	0.064793891	0.123656379	0.066517542	0.064579381	0.073260545	0.071617632	0.133189216	0.130000847
FAM8A1	4.44207648	4.455924839	4.648091814	4.622937561	4.624583978	4.479329663	4.253043252	4.265351107	4.556818585
NUP153	8.56080932	8.558703716	8.508432273	8.582862728	8.548542356	8.526569135	8.513547639	8.587477756	8.547731334
RP11-500C11.3	1.997262833	2.320885727	2.01533625	2.21204394	2.148446015	2.310041717	2.26815767	2.283511937	2.254525638
KIF13A	0	0.126802425	0.123656379	0.130102893	0.126391427	0	0.204995859	0.068131062	0.190856941
TPMT	4.307026698	4.191542834	4.590307821	4.356690789	4.291800899	4.176809372	4.190076182	4.156112034	4.53351169
KDM1B	6.889921075	6.817125366	6.987222191	6.868406777	6.882810218	6.86144772	6.848083471	6.821367996	6.967925391
DEK	9.185399783	9.187017994	9.427368983	9.249044574	9.305001651	9.118227885	9.077146329	9.063302925	9.34707606
RP11-528A10.2	0.14404262	0	0.123656379	0.066517542	0.126391427	0.073260545	0	0.068131062	0
RNF144B	8.370484612	8.250278833	8.386608816	8.415314596	8.317564758	8.301395543	8.243934327	8.358592389	8.444128951
RP4-625H18.2	1.793867805	1.721055488	1.753413503	1.901795908	1.905658913	1.8705344	1.866514764	1.504667653	1.989237784
ID4	2.241046347	2.091334483	2.566106959	1.990123518	2.133471404	2.115656879	1.963835759	2.116591638	2.390460087
E2F3	6.418235298	6.409663061	6.43777955	6.433854449	6.417246548	6.453330009	6.416733697	6.441809614	6.453013018
CDKAL1	5.386944828	5.260987773	5.201517594	5.413389001	5.35796427	5.233447551	5.216683008	5.375865196	5.343536604
SOX4	4.905890337	4.872645071	5.203270888	5.153288388	5.003809916	5.10176478	4.857577496	4.893579635	5.2536857
MRS2	5.85962024	6.000529861	6.024069003	5.890489033	5.981150234	5.986545989	5.890566357	5.97049563	6.019800146
GPLD1	5.686601897	5.666588597	5.440270734	5.760903975	5.556266238	5.618614303	5.647114265	5.651812481	5.488451283
ALDH5A1	9.302776571	9.348316977	9.456420914	9.368173075	9.378882966	9.316066755	9.304566625	9.327691248	9.33269592
KIAA0319	2.793341946	2.69294598	2.895974596	2.805830232	2.758789187	2.858182338	2.665371469	2.591967011	2.824153821
TDP2	6.749863849	6.916474149	7.033783382	6.845503511	6.900608834	6.798703258	6.722300447	6.784504838	6.971723801
ACOT13	5.254328858	5.252320513	5.237896613	5.2848335	5.247556845	5.19293095	5.216683008	5.258661902	5.288909059
RP1-30M3.5	0.558254973	0.716417685	0.816138446	0.603164248	0.792838665	0.992582498	0.267328903	0.826781007	0.305370397
C6orf62	7.478487723	7.507682713	7.571616694	7.52604629	7.560285214	7.55065846	7.532042994	7.573385927	7.585619733
GMNN	6.967014156	6.956509959	6.840599665	6.808935026	6.851124286	6.685710126	6.755978514	6.764751877	6.920985667
RIPOR2	3.637458039	3.881147281	3.804923476	3.704030665	3.894462672	3.596404001	3.61443311	3.909171684	3.433842351
CMAHP	2.319008266	2.106802631	2.062462585	2.404334918	2.177936861	1.911063976	1.982536244	1.946021445	2.502730306
RP3-425P12.4	0.073818265	0.351190724	0.441451974	0.066517542	0.185663593	0.333948995	0.204995859	0.195439736	0.190856941
LRRC16A	6.192451175	6.268082369	6.08619896	6.28902458	6.167266315	6.164718264	6.219988009	6.14330074	6.249927764
TRIM38	5.854393306	5.896459947	5.800245462	5.937898661	5.797416073	5.579858888	5.638296244	5.548274797	5.892763694
U91328.19	1.304487559	1.30447371	1.308376993	1.092519349	1.037691424	0.874575284	1.184190555	1.045351824	1.481088375
HIST1H3A	0.073818265	0.064793891	0.123656379	0.130102893	0	0.073260545	0	0	0.066464221
HIST1H4A	0	0.126802425	0.06315264	0.130102893	0	0	0.071617632	0.068131062	0
HIST1H4B	0	0.243354689	0.661477641	0.066517542	0	0.142979989	0	0.133189216	0.066464221
HIST1H3B	0.608795659	0.675510233	0.887665297	0.51063069	0.350135097	0.333948995	0.071617632	0.255114961	0.130000847
HIST1H1C	1.422208266	1.721055488	1.714602028	1.243906888	1.100641275	1.328067361	0.938171522	1.143356017	1.214199929
HIST1H4C	0.211006825	0.126802425	0.988716273	0.191003686	0.350135097	0.392373035	0.139847561	0.195439736	0.305370397
HIST1H2BC	1.58252972	1.760708991	1.791208164	1.092519349	1.429674827	1.297819103	1.278009548	1.454637869	1.505250566
HIST1H2AC	1.07208511	0.756197123	1.200154338	0.849726997	0.902899358	0.914993072	0.818372192	0.940201696	1.154341119
HIST1H1E	0.608795659	0.940136715	1.14283812	0.359650757	0.185663593	0.392373035	0.384454452	0.420621413	0.411459007
HIST1H2BD	1.142391855	1.527748779	1.863950851	1.027217223	1.328112591	0.700529552	0.975991511	1.205178628	1.38017744
RP1-221C16.8	0.837925859	0.79490909	0.887665297	0.849726997	0.714504874	0.502569037	0.641396023	0.865587141	0.810940505
HIST1H2BE	0.211006825	0.351190724	0.237545574	0.4620387	0	0.502569037	0.327079959	0.31241953	0.359389636
HIST1H4D	0.073818265	0.064793891	0.488223599	0	0.064579381	0.142979989	0.071617632	0.133189216	0.190856941
HIST1H1PS1	0	0.186255238	0.06315264	0.130102893	0.126391427	0.142979989	0	0	0
RP1-34B20.21	0.073818265	0	0	0.130102893	0.185663593	0.073260545	0.139847561	0	0
HIST1H2BF	0.505879259	0.402229393	0.661477641	0.305596303	0.126391427	0.142979989	0.139847561	0.195439736	0.190856941
RP1-34B20.4	0	0.064793891	0.181724514	0.130102893	0.064579381	0	0.071617632	0	0
HIST1H4E	0.336275184	0.402229393	0.488223599	0.24943745	0.064579381	0.209484929	0.071617632	0.195439736	0
HIST1H2BG	0.14404262	0.832609382	0.778999686	0.51063069	0.185663593	0.448522905	0.544039317	0.420621413	0.411459007
HIST1H2AE	0.211006825	0.402229393	0.740879559	0.191003686	0.126391427	0	0.492781014	0.367534624	0.249249555
HIST1H4H	0.558254973	1.072072908	1.113302848	0.772128994	0.714504874	0.502569037	0.818372192	0.615354899	0.510277916
H3F3AP1	0.073818265	0.243354689	0.06315264	0.066517542	0	0	0.139847561	0	0.190856941
BTN3A2	6.01409324	5.897572049	5.753146257	5.9870232	5.834925991	6.030897119	6.126395773	6.027221256	5.971837697
BTN2A2	4.061523115	4.209564607	3.894463794	4.099090578	3.92522084	4.064513272	4.124234965	4.063179812	4.045392252
BTN3A1	4.140945884	4.223821672	3.970557734	4.305968922	3.955336912	4.261532788	4.338999295	4.21364656	4.385162249
RP1-45P21.3	1.815547181	1.944109237	1.547988012	1.807705805	1.569753502	1.930909636	1.740340399	1.68905517	1.575400059
BTN3A3	4.038662495	3.907883628	3.75319971	4.02157189	3.844763179	4.023511514	4.072803958	4.20232175	3.702937723
BTN2A1	4.40323013	4.378386885	4.141238298	4.424832727	4.236813958	4.326651402	4.385409588	4.390374244	4.186557423
BTN1A1	0.395053348	0.351190724	0.237545574	0.24943745	0.350135097	0.142979989	0.267328903	0.068131062	0.066464221
HCG11	2.363840133	2.167068269	2.404806175	2.404334918	2.537768126	2.248111902	2.327875113	2.32587276	2.44143943
HMGN4	6.356721089	6.257726628	6.230738336	6.287282397	6.181895977	6.299629428	6.239554937	6.326578434	6.248139162
ABT1	6.321167603	6.238545856	6.195938287	6.189936108	6.201772559	6.248157996	6.221956687	6.136375058	6.19991474
ZNF322	2.407320732	2.239023943	2.555164817	2.325040765	2.369041996	2.354804607	1.982536244	2.52081333	2.088533383
GUSBP2	0.2750002	0.298280014	0.343098223	0.305596303	0.350135097	0.273058765	0.492781014	0.133189216	0.305370397
RP1-86C11.7	0.451530229	0.499189743	0.343098223	0.191003686	0.297367509	0.392373035	0.204995859	0.195439736	0.411459007
HIST1H2BJ	1.273492754	1.30447371	1.409044833	1.354527684	0.673683021	0.992582498	1.01284533	1.143356017	1.091890797
HIST1H2AG	1.607599711	1.659453609	1.966618376	1.598838056	1.59183253	1.297819103	1.577672688	1.622640612	1.726923362
HIST1H4I	0.395053348	0.402229393	0.181724514	0.305596303	0.297367509	0.448522905	0.384454452	0.255114961	0.305370397
HIST1H2BK	2.288327182	2.239023943	2.303831525	1.919899354	2.330168213	2.199855061	2.089917794	2.067504083	2.151126096
HIST1H2AH	0.14404262	0.5453309	0.852345101	0.191003686	0.242596397	0	0.384454452	0.31241953	0.411459007
ZNF391	1.771857676	1.659453609	1.308376993	1.664733233	1.59183253	1.741630697	1.42197104	1.293212303	1.38017744
RP1-153G14.4	0.073818265	0.064793891	0.06315264	0.130102893	0	0.073260545	0.204995859	0.195439736	0.066464221
ZNF184	4.44207648	4.626597964	4.611588926	4.663794965	4.547599051	4.589562898	4.522705962	4.620502084	4.63006611
LINC01012	0.505879259	0.675510233	0.441451974	0.24943745	0.543792781	0.746048674	0.384454452	0.471823901	0.557259813
RP1-97D16.4	0.2750002	0.243354689	0.237545574	0.130102893	0.450210916	0.073260545	0.327079959	0.420621413	0.461714384
HIST1H2BL	0.704856714	0.63340892	0.661477641	0.51063069	0.297367509	0.142979989	0.384454452	0.420621413	0.249249555
HIST1H2AI	0.2750002	0.716417685	1.171780847	0.557639222	0.297367509	0.273058765	0.204995859	0.52127128	0.305370397
HIST1H3H	1.24181741	1.133775949	1.14283812	0.958818546	0.937796304	0.746048674	0.776121548	0.660191626	0.92280393
HIST1H2AJ	0.073818265	0.064793891	0.533526401	0.191003686	0.185663593	0	0.139847561	0.255114961	0.359389636
HIST1H2BM	0.395053348	0.126802425	0.393113077	0.191003686	0.126391427	0.073260545	0.267328903	0.133189216	0.190856941
